lemmatized_tweets,VADER_sentiment
  vaccine pandemic childhealth,Neutral
so state and business vaccine mandate stand just not federal employee at work covid,Neutral
police say they will not investigate allegation that allege people in the uk parliament and other organisation have suppress information about the severity of health implication for those take the covid vaccine,Neutral
  more and more scientific paper on death relate to covid vaccine be come out how long will the lie last,Negative
canada australia nz austria germany italy greece etc only because many see this scam and fight it we in uk be in a well position vaccine imperialism be not be not go away,Negative
hackney school gear up for vaccine drive as health boss attempt hassle free ' jabs hackney vaccine covid school,Positive
new document from cdc a million grant program mean a program fund by you and I result in only people in minority neighborhood get a vaccine watch here unlock for just,Positive
  vaccinated vaccine vaccinedeath vaccineinjurie and our government keep push this covid vaccine especially to our child if there be risk there should be choice,Negative
as company be now discontinue their mandatory covid vaccine stance how will those who be force by their boss to vaccinate due to fear of lose their job now ' unvaxx ' themselves vaccine putsouthaficansfirst ipid bbmzanzi zimbabwe operationdudula,Negative
be this story true life insurer refuse to cover vaccine he voluntarily take the vaccine hence his death be essentially suicide insurance covid,Negative
supreme court reject maine healthcare worker ' bid for religiousexemption to covid vaccine mandate via,Positive
country around the world be loosen pandemic relate restriction as covid case decline and one have announce they will open up travel even to the unvaccinated mask vaccine unvaccinated travel covidisnotover restriction covidupdate,Negative
here be thing to know about the second dose of the vaccine side effect may be strong than after the first dose and immunity be not immediate like share follow,Neutral
it turn out the pandemic itself not vaccine rule be the big threat to hospital ' ability to care for patient after all,Positive
needlefree injection device offer relief for individual with needle phobia and be require to receive medical injection either for an illness or a vaccine ngmd v needles injection vaccine needlefree diabetes,Negative
nice overview of novavax covid vaccine when will we get the nvax jab in the usa which will surely help our own vaccination rate,Positive
this be shocking so be wide vaccine,Negative
there be no vaccine for ignorance only the rule of law judiciously apply,Negative
leftism be the virus bitcoin be the vaccine,Neutral
the importance of appropriate management and preparation of your workplace with accurate covid testing temperature tracking vaccine track and more information will ultimately protect your staff find out more covidtest,Positive
,Neutral
the new zealand government just reveal a five step strategy to reopen the country 's border click to know more newzealand border student rule coronavirus corona internationalstudent vaccinemandate vaccine unischolarz,Neutral
welcome to the dutch biotech ecosystem the us base pharma company establish a commercial presence in the netherland after expand its covid vaccine collaboration with lonza in geleen in,Positive
interesting whistleblower interview covid covid pandemic vaccinedeath vaccine,Positive
finding from a nationwide population base study show no increase risk of immune thrombocytopenia follow receipt of influenza vaccine flu influenza vaccine cohort study medtwitter medcomms,Negative
shame on you where be the safe covid vaccine for child and adolescent the covaxin original from india from this be our choice come on give green light usfda ocugen universalvaccine kidsvaccine,Positive
eliminate a maskmandate for school may be shortsighted say gwdocs maria portela martinez md she explain to why it be well to wait a few month until all child can be vaccinate covid vaccine pandemic,Positive
